algorithm,objective,dims,seed,win,clicks,time_ms,guesses,completion
partitioned_sat,MinRotation,2x2x2,8,true,4,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,8,true,4,1,1,100.00
scip_solver,MinDistance,2x2x2,8,true,4,103,1,100.00
scip_solver,MinRotation,2x2x2,8,true,4,108,1,100.00
scip_solver,MaxInformation,2x2x2,8,true,4,106,1,100.00
greedy,MinDistance,2x2x2,9,false,2,0,2,90.00
greedy,MinRotation,2x2x2,9,false,2,0,2,90.00
greedy,MaxInformation,2x2x2,9,false,2,0,2,90.00
exact_solver,MinDistance,2x2x2,9,true,4,1,1,100.00
exact_solver,MinRotation,2x2x2,9,true,4,1,1,100.00
exact_solver,MaxInformation,2x2x2,9,true,4,1,1,100.00
global_sat,MinDistance,2x2x2,9,true,4,0,1,100.00
global_sat,MinRotation,2x2x2,9,true,4,0,1,100.00
global_sat,MaxInformation,2x2x2,9,true,4,0,1,100.00
partitioned_sat,MinDistance,2x2x2,9,true,4,1,1,100.00
partitioned_sat,MinRotation,2x2x2,9,true,4,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,9,true,4,1,1,100.00
scip_solver,MinDistance,2x2x2,9,true,4,108,1,100.00
scip_solver,MinRotation,2x2x2,9,true,4,103,1,100.00
scip_solver,MaxInformation,2x2x2,9,true,4,103,1,100.00
greedy,MinDistance,2x2x2,10,true,2,0,2,100.00
greedy,MinRotation,2x2x2,10,true,2,0,2,100.00
greedy,MaxInformation,2x2x2,10,true,2,0,2,100.00
exact_solver,MinDistance,2x2x2,10,true,4,0,2,100.00
exact_solver,MinRotation,2x2x2,10,false,4,0,2,50.00
exact_solver,MaxInformation,2x2x2,10,true,4,0,2,100.00
global_sat,MinDistance,2x2x2,10,true,3,1,1,100.00
global_sat,MinRotation,2x2x2,10,true,6,3,1,100.00
global_sat,MaxInformation,2x2x2,10,true,3,1,1,100.00
partitioned_sat,MinDistance,2x2x2,10,true,3,1,1,100.00
partitioned_sat,MinRotation,2x2x2,10,true,10,7,1,100.00
partitioned_sat,MaxInformation,2x2x2,10,true,3,1,1,100.00
scip_solver,MinDistance,2x2x2,10,true,3,144,1,100.00
scip_solver,MinRotation,2x2x2,10,true,8,453,1,100.00
scip_solver,MaxInformation,2x2x2,10,true,3,136,1,100.00
greedy,MinDistance,2x2x2,11,false,3,0,3,95.00
greedy,MinRotation,2x2x2,11,false,3,0,3,95.00
greedy,MaxInformation,2x2x2,11,false,3,0,3,95.00
exact_solver,MinDistance,2x2x2,11,false,3,0,2,95.00
exact_solver,MinRotation,2x2x2,11,false,3,0,2,95.00
exact_solver,MaxInformation,2x2x2,11,false,3,0,2,95.00
global_sat,MinDistance,2x2x2,11,true,3,0,1,100.00
global_sat,MinRotation,2x2x2,11,true,3,0,1,100.00
global_sat,MaxInformation,2x2x2,11,true,3,0,1,100.00
partitioned_sat,MinDistance,2x2x2,11,true,3,0,1,100.00
partitioned_sat,MinRotation,2x2x2,11,true,3,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,11,true,3,0,1,100.00
scip_solver,MinDistance,2x2x2,11,true,3,64,1,100.00
scip_solver,MinRotation,2x2x2,11,true,3,60,1,100.00
scip_solver,MaxInformation,2x2x2,11,true,3,66,1,100.00
greedy,MinDistance,2x2x2,12,true,1,0,1,100.00
greedy,MinRotation,2x2x2,12,true,1,0,1,100.00
greedy,MaxInformation,2x2x2,12,true,1,0,1,100.00
exact_solver,MinDistance,2x2x2,12,true,1,0,1,100.00
exact_solver,MinRotation,2x2x2,12,true,1,0,1,100.00
exact_solver,MaxInformation,2x2x2,12,true,1,0,1,100.00
global_sat,MinDistance,2x2x2,12,true,1,0,1,100.00
global_sat,MinRotation,2x2x2,12,true,1,0,1,100.00
global_sat,MaxInformation,2x2x2,12,true,1,0,1,100.00
partitioned_sat,MinDistance,2x2x2,12,true,1,0,1,100.00
partitioned_sat,MinRotation,2x2x2,12,true,1,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,12,true,1,0,1,100.00
scip_solver,MinDistance,2x2x2,12,true,1,0,1,100.00
scip_solver,MinRotation,2x2x2,12,true,1,0,1,100.00
scip_solver,MaxInformation,2x2x2,12,true,1,0,1,100.00
greedy,MinDistance,2x2x2,13,false,3,0,3,95.00
greedy,MinRotation,2x2x2,13,false,3,0,3,95.00
greedy,MaxInformation,2x2x2,13,false,3,0,3,95.00
exact_solver,MinDistance,2x2x2,13,false,3,0,2,95.00
exact_solver,MinRotation,2x2x2,13,false,3,0,2,95.00
exact_solver,MaxInformation,2x2x2,13,false,3,0,2,95.00
global_sat,MinDistance,2x2x2,13,true,3,0,1,100.00
global_sat,MinRotation,2x2x2,13,true,3,0,1,100.00
global_sat,MaxInformation,2x2x2,13,true,3,0,1,100.00
partitioned_sat,MinDistance,2x2x2,13,true,3,0,1,100.00
partitioned_sat,MinRotation,2x2x2,13,true,3,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,13,true,3,0,1,100.00
scip_solver,MinDistance,2x2x2,13,true,3,63,1,100.00
scip_solver,MinRotation,2x2x2,13,true,3,72,1,100.00
scip_solver,MaxInformation,2x2x2,13,true,3,71,1,100.00
greedy,MinDistance,2x2x2,14,false,6,0,6,90.00
greedy,MinRotation,2x2x2,14,false,6,0,6,90.00
greedy,MaxInformation,2x2x2,14,false,6,0,6,90.00
exact_solver,MinDistance,2x2x2,14,false,2,0,2,70.00
exact_solver,MinRotation,2x2x2,14,false,2,0,2,70.00
exact_solver,MaxInformation,2x2x2,14,false,4,1,4,80.00
global_sat,MinDistance,2x2x2,14,true,7,2,1,100.00
global_sat,MinRotation,2x2x2,14,true,7,1,1,100.00
global_sat,MaxInformation,2x2x2,14,true,7,2,1,100.00
partitioned_sat,MinDistance,2x2x2,14,true,7,2,1,100.00
partitioned_sat,MinRotation,2x2x2,14,true,7,1,1,100.00
partitioned_sat,MaxInformation,2x2x2,14,true,7,2,1,100.00
scip_solver,MinDistance,2x2x2,14,true,7,252,1,100.00
scip_solver,MinRotation,2x2x2,14,true,7,243,1,100.00
scip_solver,MaxInformation,2x2x2,14,true,7,243,1,100.00
greedy,MinDistance,2x2x2,15,true,4,0,4,100.00
greedy,MinRotation,2x2x2,15,true,4,0,4,100.00
greedy,MaxInformation,2x2x2,15,true,4,0,4,100.00
exact_solver,MinDistance,2x2x2,15,false,3,0,2,90.00
exact_solver,MinRotation,2x2x2,15,false,3,0,2,90.00
exact_solver,MaxInformation,2x2x2,15,true,4,1,3,100.00
global_sat,MinDistance,2x2x2,15,true,4,0,1,100.00
global_sat,MinRotation,2x2x2,15,true,4,0,1,100.00
global_sat,MaxInformation,2x2x2,15,true,4,0,1,100.00
partitioned_sat,MinDistance,2x2x2,15,true,4,0,1,100.00
partitioned_sat,MinRotation,2x2x2,15,true,4,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,15,true,4,0,1,100.00
scip_solver,MinDistance,2x2x2,15,true,4,101,1,100.00
scip_solver,MinRotation,2x2x2,15,true,4,110,1,100.00
scip_solver,MaxInformation,2x2x2,15,true,4,113,1,100.00
greedy,MinDistance,2x2x2,16,false,1,0,1,95.00
greedy,MinRotation,2x2x2,16,false,1,0,1,95.00
greedy,MaxInformation,2x2x2,16,false,1,0,1,95.00
exact_solver,MinDistance,2x2x2,16,false,2,0,2,95.00
exact_solver,MinRotation,2x2x2,16,true,2,0,2,100.00
exact_solver,MaxInformation,2x2x2,16,false,2,0,2,95.00
global_sat,MinDistance,2x2x2,16,true,2,0,1,100.00
global_sat,MinRotation,2x2x2,16,true,2,0,1,100.00
global_sat,MaxInformation,2x2x2,16,true,2,0,1,100.00
partitioned_sat,MinDistance,2x2x2,16,true,2,0,1,100.00
partitioned_sat,MinRotation,2x2x2,16,true,2,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,16,true,2,0,1,100.00
scip_solver,MinDistance,2x2x2,16,true,2,33,1,100.00
scip_solver,MinRotation,2x2x2,16,true,2,29,1,100.00
scip_solver,MaxInformation,2x2x2,16,true,2,28,1,100.00
greedy,MinDistance,2x2x2,17,false,5,0,5,80.00
greedy,MinRotation,2x2x2,17,false,5,0,5,80.00
greedy,MaxInformation,2x2x2,17,false,3,0,3,80.00
exact_solver,MinDistance,2x2x2,17,true,5,1,1,100.00
exact_solver,MinRotation,2x2x2,17,true,6,2,1,100.00
exact_solver,MaxInformation,2x2x2,17,true,5,1,1,100.00
global_sat,MinDistance,2x2x2,17,true,6,2,1,100.00
global_sat,MinRotation,2x2x2,17,true,5,1,1,100.00
global_sat,MaxInformation,2x2x2,17,true,8,4,1,100.00
partitioned_sat,MinDistance,2x2x2,17,true,6,2,1,100.00
partitioned_sat,MinRotation,2x2x2,17,true,6,2,1,100.00
partitioned_sat,MaxInformation,2x2x2,17,true,8,4,1,100.00
scip_solver,MinDistance,2x2x2,17,true,5,191,1,100.00
scip_solver,MinRotation,2x2x2,17,true,5,191,1,100.00
scip_solver,MaxInformation,2x2x2,17,true,6,245,1,100.00
greedy,MinDistance,2x2x2,18,false,2,0,2,90.00
greedy,MinRotation,2x2x2,18,false,2,0,2,90.00
greedy,MaxInformation,2x2x2,18,false,2,0,2,90.00
exact_solver,MinDistance,2x2x2,18,false,2,0,2,85.00
exact_solver,MinRotation,2x2x2,18,false,2,0,2,85.00
exact_solver,MaxInformation,2x2x2,18,false,4,0,4,95.00
global_sat,MinDistance,2x2x2,18,false,3,0,2,90.00
global_sat,MinRotation,2x2x2,18,false,3,0,2,90.00
global_sat,MaxInformation,2x2x2,18,false,3,0,2,90.00
partitioned_sat,MinDistance,2x2x2,18,false,3,0,2,90.00
partitioned_sat,MinRotation,2x2x2,18,false,3,0,2,90.00
partitioned_sat,MaxInformation,2x2x2,18,false,3,0,2,90.00
scip_solver,MinDistance,2x2x2,18,true,4,103,2,100.00
scip_solver,MinRotation,2x2x2,18,false,3,79,2,90.00
scip_solver,MaxInformation,2x2x2,18,true,4,106,2,100.00
greedy,MinDistance,2x2x2,19,false,5,0,5,80.00
greedy,MinRotation,2x2x2,19,false,5,0,5,80.00
greedy,MaxInformation,2x2x2,19,false,5,0,5,80.00
exact_solver,MinDistance,2x2x2,19,false,3,0,2,65.00
exact_solver,MinRotation,2x2x2,19,false,3,0,2,65.00
exact_solver,MaxInformation,2x2x2,19,true,5,1,3,100.00
global_sat,MinDistance,2x2x2,19,false,3,1,2,65.00
global_sat,MinRotation,2x2x2,19,false,3,1,2,65.00
global_sat,MaxInformation,2x2x2,19,false,3,1,2,65.00
partitioned_sat,MinDistance,2x2x2,19,false,3,1,2,65.00
partitioned_sat,MinRotation,2x2x2,19,false,3,1,2,65.00
partitioned_sat,MaxInformation,2x2x2,19,false,3,1,2,65.00
scip_solver,MinDistance,2x2x2,19,false,3,113,2,65.00
scip_solver,MinRotation,2x2x2,19,false,3,114,2,65.00
scip_solver,MaxInformation,2x2x2,19,true,6,256,2,100.00
greedy,MinDistance,2x2x2,20,false,4,0,4,85.00
greedy,MinRotation,2x2x2,20,false,4,0,4,85.00
greedy,MaxInformation,2x2x2,20,false,4,0,4,85.00
exact_solver,MinDistance,2x2x2,20,true,6,2,2,100.00
exact_solver,MinRotation,2x2x2,20,true,6,2,2,100.00
exact_solver,MaxInformation,2x2x2,20,true,6,2,4,100.00
global_sat,MinDistance,2x2x2,20,false,2,0,2,75.00
global_sat,MinRotation,2x2x2,20,false,2,0,2,75.00
global_sat,MaxInformation,2x2x2,20,false,2,0,2,75.00
partitioned_sat,MinDistance,2x2x2,20,false,2,0,2,75.00
partitioned_sat,MinRotation,2x2x2,20,false,2,0,2,75.00
partitioned_sat,MaxInformation,2x2x2,20,false,2,0,2,75.00
scip_solver,MinDistance,2x2x2,20,true,6,192,2,100.00
scip_solver,MinRotation,2x2x2,20,true,6,196,2,100.00
scip_solver,MaxInformation,2x2x2,20,true,6,208,2,100.00
greedy,MinDistance,2x2x2,21,true,2,0,2,100.00
greedy,MinRotation,2x2x2,21,true,2,0,2,100.00
greedy,MaxInformation,2x2x2,21,true,2,0,2,100.00
exact_solver,MinDistance,2x2x2,21,true,2,0,1,100.00
exact_solver,MinRotation,2x2x2,21,true,2,0,1,100.00
exact_solver,MaxInformation,2x2x2,21,true,2,0,1,100.00
global_sat,MinDistance,2x2x2,21,true,2,0,1,100.00
global_sat,MinRotation,2x2x2,21,true,2,0,1,100.00
global_sat,MaxInformation,2x2x2,21,true,2,0,1,100.00
partitioned_sat,MinDistance,2x2x2,21,true,2,0,1,100.00
partitioned_sat,MinRotation,2x2x2,21,true,2,0,1,100.00
partitioned_sat,MaxInformation,2x2x2,21,true,2,0,1,100.00
scip_solver,MinDistance,2x2x2,21,true,2,28,1,100.00
scip_solver,MinRotation,2x2x2,21,true,2,28,1,100.00
scip_solver,MaxInformation,2x2x2,21,true,2,27,1,100.00
greedy,MinDistance,2x2x2,22,false,2,0,2,85.00
greedy,MinRotation,2x2x2,22,false,2,0,2,85.00
greedy,MaxInformation,2x2x2,22,false,2,0,2,85.00
exact_solver,MinDistance,2x2x2,22,false,3,0,2,90.00
exact_solver,MinRotation,2x2x2,22,false,3,0,2,90.00
exact_solver,MaxInformation,2x2x2,22,true,4,1,2,100.00
global_sat,MinDistance,2x2x2,22,false,3,0,2,90.00
global_sat,MinRotation,2x2x2,22,false,3,0,2,90.00
global_sat,MaxInformation,2x2x2,22,false,3,0,2,90.00
partitioned_sat,MinDistance,2x2x2,22,false,3,0,2,90.00
partitioned_sat,MinRotation,2x2x2,22,false,3,0,2,90.00
partitioned_sat,MaxInformation,2x2x2,22,false,3,0,2,90.00
scip_solver,MinDistance,2x2x2,22,false,3,73,2,90.00
scip_solver,MinRotation,2x2x2,22,false,3,76,2,90.00
scip_solver,MaxInformation,2x2x2,22,true,4,104,2,100.00
greedy,MinDistance,2x2x2,23,false,4,0,4,90.00
greedy,MinRotation,2x2x2,23,false,4,0,4,90.00
greedy,MaxInformation,2x2x2,23,false,6,0,6,90.00
exact_solver,MinDistance,2x2x2,23,true,6,1,2,100.00
exact_solver,MinRotation,2x2x2,23,false,4,0,2,50.00
exact_solver,MaxInformation,2x2x2,23,true,10,4,5,100.00
global_sat,MinDistance,2x2x2,23,true,7,3,1,100.00
global_sat,MinRotation,2x2x2,23,true,7,4,1,100.00
global_sat,MaxInformation,2x2x2,23,true,8,4,1,100.00
partitioned_sat,MinDistance,2x2x2,23,true,7,4,1,100.00
partitioned_sat,MinRotation,2x2x2,23,true,7,4,1,100.00
partitioned_sat,MaxInformation,2x2x2,23,true,8,7,1,100.00
scip_solver,MinDistance,2x2x2,23,true,7,364,1,100.00
scip_solver,MinRotation,2x2x2,23,true,7,352,1,100.00
scip_solver,MaxInformation,2x2x2,23,true,8,418,1,100.00
greedy,MinDistance,2x2x2,24,false,2,0,2,85.00
greedy,MinRotation,2x2x2,24,false,2,0,2,85.00
greedy,MaxInformation,2x2x2,24,false,2,0,2,85.00
exact_solver,MinDistance,2x2x2,24,false,3,0,2,90.00
exact_solver,MinRotation,2x2x2,24,false,3,0,2,90.00
exact_solver,MaxInformation,2x2x2,24,true,4,1,2,100.00
global_sat,MinDistance,2x2x2,24,false,3,0,2,90.00
global_sat,MinRotation,2x2x2,24,false,3,0,2,90.00
global_sat,MaxInformation,2x2x2,24,false,3,0,2,90.00
partitioned_sat,MinDistance,2x2x2,24,false,3,0,2,90.00
partitioned_sat,MinRotation,2x2x2,24,false,3,0,2,90.00
partitioned_sat,MaxInformation,2x2x2,24,false,3,0,2,90.00
scip_solver,MinDistance,2x2x2,24,false,3,74,2,90.00
scip_solver,MinRotation,2x2x2,24,false,3,81,2,90.00
scip_solver,MaxInformation,2x2x2,24,true,4,104,2,100.00
greedy,MinDistance,2x2x2,25,false,5,0,5,80.00
greedy,MinRotation,2x2x2,25,false,5,0,5,80.00
greedy,MaxInformation,2x2x2,25,false,5,0,5,80.00
exact_solver,MinDistance,2x2x2,25,false,6,1,2,80.00
exact_solver,MinRotation,2x2x2,25,false,6,1,2,80.00
exact_solver,MaxInformation,2x2x2,25,true,9,3,3,100.00
global_sat,MinDistance,2x2x2,25,false,6,2,2,80.00
global_sat,MinRotation,2x2x2,25,false,6,3,2,80.00
global_sat,MaxInformation,2x2x2,25,false,6,2,2,80.00
partitioned_sat,MinDistance,2x2x2,25,false,6,3,2,80.00
partitioned_sat,MinRotation,2x2x2,25,false,6,3,2,80.00
partitioned_sat,MaxInformation,2x2x2,25,false,6,3,2,80.00
scip_solver,MinDistance,2x2x2,25,false,6,296,2,80.00
scip_solver,MinRotation,2x2x2,25,false,6,285,2,80.00
scip_solver,MaxInformation,2x2x2,25,true,9,392,3,100.00
greedy,MinDistance,2x2x2,26,false,2,0,2,90.00
greedy,MinRotation,2x2x2,26,false,2,0,2,90.00
greedy,MaxInformation,2x2x2,26,false,2,0,2,90.00
exact_solver,MinDistance,2x2x2,26,true,4,1,1,100.00
exact_solver,MinRotation,2x2x2,26,true,4,1,1,100.00
exact_solver,MaxInformation,2x2x2,26,true,4,1,1,100.00
global_sat,MinDistance,2x2x2,26,true,4,0,1,100.00
global_sat,MinRotation,2x2x2,26,true,4,0,1,100.00
global_sat,MaxInformation,2x2x2,26,true,4,0,1,100.00
partitioned_sat,MinDistance,2x2x2,26,true,4,1,1,100.00
partitioned_sat,MinRotation,2x2x2,26,true,4,1,1,100.00
partitioned_sat,MaxInformation,2x2x2,26,true,4,1,1,100.00
scip_solver,MinDistance,2x2x2,26,true,4,102,1,100.00
scip_solver,MinRotation,2x2x2,26,true,4,107,1,100.00
scip_solver,MaxInformation,2x2x2,26,true,4,109,1,100.00
greedy,MinDistance,2x2x2,27,false,3,0,3,85.00
greedy,MinRotation,2x2x2,27,false,3,0,3,85.00
greedy,MaxInformation,2x2x2,27,false,3,0,3,85.00
exact_solver,MinDistance,2x2x2,27,false,4,1,3,90.00
exact_solver,MinRotation,2x2x2,27,false,4,1,3,90.00
exact_solver,MaxInformation,2x2x2,27,false,3,0,3,85.00
global_sat,MinDistance,2x2x2,27,false,4,1,3,90.00
global_sat,MinRotation,2x2x2,27,false,4,0,3,90.00
global_sat,MaxInformation,2x2x2,27,false,4,0,3,90.00
partitioned_sat,MinDistance,2x2x2,27,false,4,1,3,90.00
partitioned_sat,MinRotation,2x2x2,27,false,4,1,3,90.00
partitioned_sat,MaxInformation,2x2x2,27,false,4,0,3,90.00
scip_solver,MinDistance,2x2x2,27,true,5,156,2,100.00
scip_solver,MinRotation,2x2x2,27,true,5,155,2,100.00
scip_solver,MaxInformation,2x2x2,27,false,4,122,3,90.00
greedy,MinDistance,2x2x2,28,false,2,0,2,50.00
greedy,MinRotation,2x2x2,28,false,2,0,2,50.00
greedy,MaxInformation,2x2x2,28,false,2,0,2,50.00
exact_solver,MinDistance,2x2x2,28,false,2,0,2,50.00
exact_solver,MinRotation,2x2x2,28,false,2,0,2,50.00
exact_solver,MaxInformation,2x2x2,28,true,4,1,2,100.00
global_sat,MinDistance,2x2x2,28,true,4,1,2,100.00
global_sat,MinRotation,2x2x2,28,true,4,1,2,100.00
global_sat,MaxInformation,2x2x2,28,true,4,1,2,100.00
partitioned_sat,MinDistance,2x2x2,28,true,4,1,2,100.00
partitioned_sat,MinRotation,2x2x2,28,true,4,1,2,100.00
partitioned_sat,MaxInformation,2x2x2,28,true,4,1,2,100.00
scip_solver,MinDistance,2x2x2,28,false,2,66,2,50.00
